data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6059177,788,TUN90,90,31-Dec-10,2010,1,Protests,Excessive force against protesters,Police Forces of Tunisia (1987-2011),,1,Protesters (Tunisia),Lawyers (Tunisia),6,16,Northern Africa,Tunisia,Gafsa,Gafsa Sud,,Gafsa,34.425,8.7417,1,Al Jazeera,Regional,"Security forces barricaded court houses in cities like Bizerte, Jerba and Sousse and beat lawyers who were trying to stage demonstrations in Sidi Bouzid, Gafsa and Mahdia.",0,1571164546,TUN
5926514,50,BGD9735,9735,31-Dec-10,2010,1,Riots,Mob violence,Rioters (Bangladesh),Bohorampur Communal Group (Bangladesh),5,Rioters (Bangladesh),Bohorampur Communal Group (Bangladesh),5,55,South Asia,Bangladesh,Rangpur,Thakurgaon,Haripur,Haripur,25.8127,88.1448,2,United News of Bangladesh,National,"On December 31, in Bohorampur village in Haripur Upazila (Thakurgaon, Rangpur), two groups of villagers clashed over a land dispute, leaving one person dead and 11 injured.",1,1567533966,BGD
5590613,50,BGD9742,9742,31-Dec-10,2010,1,Riots,Mob violence,Rioters (Bangladesh),Vigilante Group (Bangladesh),5,Civilians (Bangladesh),,7,57,South Asia,Bangladesh,Dhaka,Manikganj,Manikganj,Manikganj,23.8577,90.0096,2,United News of Bangladesh,National,"On December 31, in Bhatbaur village in Manikganj Upazila (Manikganj, Dhaka), a mob group beat to death a suspected robber.",1,1563366749,BGD
5590611,50,BGD9740,9740,31-Dec-10,2010,1,Riots,Mob violence,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),5,Civilians (Bangladesh),BNP: Bangladesh Nationalist Party,7,57,South Asia,Bangladesh,Barisal,Bhola,Daulatkhan,Daulatkhan,22.5997,90.7414,2,United News of Bangladesh,National,"On December 31, in Daulatkhan Upazila (Bhola, Barisal), BCL activists vandalized a BNP office and assaulted BNP activists during a BNP meeting celebrating the founding of JCD. Several BNP activists were seriously injured.",0,1563366749,BGD
5590609,50,BGD9738,9738,31-Dec-10,2010,1,Riots,Mob violence,Rioters (Bangladesh),,5,Rioters (Bangladesh),,5,55,South Asia,Bangladesh,Khulna,Jessore,Sharsha,Sharsha,23.0663,88.97,2,United News of Bangladesh,National,"On December 31, in Dhanyakhola village in Sharsha Upazila (Jessore, Khulna), two groups of villagers clashed over a communal dispute, leaving 10 people injured.",0,1563366749,BGD
5590608,50,BGD9737,9737,31-Dec-10,2010,1,Riots,Mob violence,Rioters (Bangladesh),,5,Rioters (Bangladesh),,5,55,South Asia,Bangladesh,Rajshahi,Pabna,Bera,Bera,24.0782,89.6326,2,United News of Bangladesh,National,"On December 31, in Maniknagar Sardarpara village in Bera Upazila (Pabna, Rajshahi), two groups of villagers clashed and vandalized property over a political dispute, leaving 10 people injured.",0,1563366749,BGD
5533261,144,SRI1297,1297,31-Dec-10,2010,1,Riots,Mob violence,Rioters (Sri Lanka),UPFA: United People's Freedom Alliance,5,Civilians (Sri Lanka),UNP: United National Party; JVP: Janatha Vimukthi Peramuna,7,57,South Asia,Sri Lanka,Eastern,Ampara,Padiyathalawa,Padiyathalawa,7.4036,81.2436,1,Daily Mirror (Sri Lanka),National,UNP and JVP activists were attacked by a mob loyal to a local UPFA politician.,0,1561474271,LKA
5529186,586,PAK5407,5407,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Sindh,Sukkur,Sukkur,Sukkur,27.7051,68.8573,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Sukkur to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529185,586,PAK5406,5406,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Sindh,Karachi City,Karachi East,Karachi,24.9056,67.0822,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Karachi to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529184,586,PAK5405,5405,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Sindh,Hyderabad,Hyderabad,Hyderabad,25.3942,68.3736,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Hyderabad to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529183,586,PAK5404,5404,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Punjab,Sialkot,Sialkot,Sialkot,32.4926,74.5313,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Sialkot to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529182,586,PAK5403,5403,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Punjab,Sheikhupura,Sheikhupura,Sheikhupura,31.7217,73.9769,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Sheikhupura to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529181,586,PAK5402,5402,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Punjab,Rawalpindi,Rawalpindi,Rawalpindi,33.6007,73.0679,1,Nation (Pakistan),National,"Scores of angry residents of Dhok Charagh Din protested against loadshedding, which has continued for the last 15 days and blocked city's busiest Benazir Bhutto Road for two hours in Rawalpindi on 31 Dec 2010.",0,1561474265,PAK
5529180,586,PAK5401,5401,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Punjab,Rawalpindi,Rawalpindi,Rawalpindi,33.6007,73.0679,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Rawalpindi to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529179,586,PAK5400,5400,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Punjab,Kasur,Kasur,Raiwind,31.2449,74.1981,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Raiwind to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529177,586,PAK5399,5399,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Punjab,Rahim Yar Khan,Rahim Yar Khan,Rahim Yar Khan,28.4164,70.2998,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Rahim Yar Khan to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529176,586,PAK5398,5398,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Punjab,Sialkot,Pasrur,Pasrur,32.2589,74.6557,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Pasrur to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529175,586,PAK5397,5397,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Punjab,Okara,Okara,Okara,30.8091,73.4509,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Okara to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529174,586,PAK5396,5396,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Punjab,Narowal,Narowal,Narowal,32.1004,74.8608,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Narowal to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529173,586,PAK5395,5395,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Punjab,Sheikhupura,Muridke,Narang Mandi,31.9024,74.4953,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Narang Mandi to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529172,586,PAK5394,5394,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Punjab,Nankana Sahib,Nankana Sahib,Nankana Sahib,31.4488,73.6882,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Nankana Sahib to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529171,586,PAK5393,5393,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Punjab,Sheikhupura,Muridke,Muridke,31.8025,74.2394,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Muridke to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529170,586,PAK5392,5392,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Punjab,Mianwali,Mianwali,Mianwali,32.574,71.5263,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Mianwali to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529169,586,PAK5391,5391,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Punjab,Mandi Bahauddin,Mandi Bahauddin,Mandi Bahauddin,32.5833,73.4843,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Mandi Bahauddin to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529168,586,PAK5390,5390,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Punjab,Lahore,Lahore Cantt,Lahore,31.5497,74.3436,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Lahore to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529167,586,PAK5389,5389,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Punjab,Kasur,Kasur,Kasur,31.1209,74.4131,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Kasur to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529166,586,PAK5388,5388,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Punjab,Jhelum,Jhelum,Jhelum,32.9331,73.7264,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Jhelum to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529165,586,PAK5387,5387,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Punjab,Jhang,Jhang,Jhang,31.2689,72.2613,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Jhang to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529164,586,PAK5386,5386,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Punjab,Gujrat,Gujrat,Gujrat,32.5728,74.0789,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Gujrat to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529163,586,PAK5385,5385,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Punjab,Gujranwala,Gujranwala,Gujranwala,32.1661,74.1701,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Gujranwala to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529162,586,PAK5384,5384,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Punjab,Faisalabad,Faisalabad Saddar,Faisalabad,31.4166,73.0833,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Faisalabad to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529160,586,PAK5382,5382,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Punjab,Bahawalnagar,Bahawalnagar,Bahawalnagar,29.9999,73.2562,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Bahawalnagar to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529159,586,PAK5381,5381,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Khyber Pakhtunkhwa,Tank,Tank,Tank,32.2147,70.3773,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Tank to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529158,586,PAK5380,5380,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Khyber Pakhtunkhwa,Peshawar,Peshawar,Peshawar,34.0197,71.5822,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Peshawar to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529155,586,PAK5377,5377,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Federal Capital Territory,Islamabad,Islamabad,Islamabad,33.7214,73.0432,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Islamabad to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5529153,586,PAK5375,5375,31-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Balochistan,Quetta,Quetta City,Quetta,30.1999,67.0097,1,Nation (Pakistan),National,Protests were held outside mosques after Friday prayers on 31 Dec 2010 in Quetta to protest against changes in the blasphemy law. This was on the call of TNR.,0,1561474265,PAK
5333733,788,TUN94,94,31-Dec-10,2010,1,Protests,Excessive force against protesters,Police Forces of Tunisia (1987-2011),,1,Protesters (Tunisia),Lawyers (Tunisia),6,16,Northern Africa,Tunisia,Monastir,Monastir,,Monastir,35.765,10.812,1,AFP,International,"Lawyers were ""beaten, chased and insulted"" in Grombalia, Monastir and Jendouba. One lawyer had his nose broken and another had an eye seriously injured.",0,1561469366,TUN
5333720,788,TUN92,92,31-Dec-10,2010,1,Protests,Excessive force against protesters,Police Forces of Tunisia (1987-2011),,1,Protesters (Tunisia),Lawyers (Tunisia),6,16,Northern Africa,Tunisia,Jendouba,Jendouba Nord,,Jendouba,36.5011,8.7802,1,AFP,International,"Lawyers were ""beaten, chased and insulted"" in Grombalia, Monastir and Jendouba. One lawyer had his nose broken and another had an eye seriously injured.",0,1561469366,TUN
5333714,788,TUN91,91,31-Dec-10,2010,1,Protests,Excessive force against protesters,Police Forces of Tunisia (1987-2011),,1,Protesters (Tunisia),Lawyers (Tunisia),6,16,Northern Africa,Tunisia,Nabeul,Grombalia,,Grombalia,36.5989,10.5003,1,AFP,International,"Lawyers were ""beaten, chased and insulted"" in Grombalia, Monastir and Jendouba. One lawyer had his nose broken and another had an eye seriously injured.",0,1561469366,TUN
7221312,586,PAK5370,5370,30-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),BNP: Balochistan National Party,6,,,0,60,South Asia,Pakistan,Balochistan,Quetta,Quetta City,Quetta,30.1999,67.0097,1,Balochistan Times,Subnational,"A strong protest was carried out under the aegis of BNP (Balochistan National Party) on 30 Dec 2010 in Quetta to protest against rampant target killings, abductions and murders of political activists, failure to recover the missing Hindu spiritual leader and missing persons, and continued operation in the environs of Saryab.",0,1600193283,PAK
6266893,586,PAK5372,5372,30-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Punjab,Faisalabad,Faisalabad Saddar,Faisalabad,31.4166,73.0833,1,Frontier Star,National,Hundreds of labourers and daily wagers of Faisalabad industries on 30 Dec 2010 lodged a strong protest over four-day a week gas load shedding in the city.,0,1572403718,PAK
6154385,706,SOM6894,6894,30-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Somalia),,6,,,0,60,Eastern Africa,Somalia,Gedo,Ceel Waaq,,Gedo,2.57,41.32,3,Undisclosed Source,Local partner-Other,Demonstrations supporting the unification of HI and AS have taken place in all districts of Gedo apart from Doolow which is under ASWJ/TFG control.,0,1571260160,SOM
6063679,710,SAF2013,2013,30-Dec-10,2010,1,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Khayelitsha,-34.0393,18.6792,1,Cape Argus,Subnational,Shebeen owners protest the forced closure of their pubs.,0,1571164552,ZAF
5590602,50,BGD9731,9731,30-Dec-10,2010,1,Riots,Violent demonstration,Rioters (Bangladesh),,5,,,0,50,South Asia,Bangladesh,Dhaka,Faridpur,Madhukhali,Madhukhali,23.5214,89.6494,2,United News of Bangladesh,National,"On December 30, in Mechhardia in Madhukhali Upazila (Faridpur, Dhaka), hundreds of activists staged a demonstration and erected barricades over the accidental death of a child on the road.",0,1563366749,BGD
5529152,586,PAK5374,5374,30-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Punjab,Sialkot,Sialkot,Sialkot,32.4926,74.5313,1,Nation (Pakistan),National,"Sialkot Chamber of Commerce and Industry (SCCI), Pakistan Readymade Garments Manufacturers & Exporters Association(PRGMEA), Pakistan Gloves Manufacturers & Exporters Association (PGMEA) and other main trade bodies on 30 Dec 2010 staged a peaceful agitation in front of the grand building of Sialkot SCCI during the light rainy weather as a protest against the TDAP for announcing the 3900 percent increase in fee for certificate of Origin by TDAP.",0,1561474265,PAK
5529147,586,PAK5369,5369,30-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Federal Capital Territory,Islamabad,Islamabad,Islamabad,33.7214,73.0432,1,Daily Times (Pakistan),National,"A protest was held in Islamabad on 30 Dec 2010 in front of the Parliament House against the country's blasphemy law and parallel judicial structures, especially the Federal Shariat Court with regards to its recent judgement against the Women's Protection Act (WPA).",0,1561474265,PAK
5335822,800,UGA3800,3800,30-Dec-10,2010,2,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Eastern Africa,Uganda,Mukono,Mukono Municipality,Central Division,Mukono,0.3533,32.7553,2,New Vision (Uganda),National,300 - 400 bibanja owners (tenants) in Mukono district last evening blocked the Mukono-Kayunga road in protest against their imminent eviction by a landlord.,0,1561469369,UGA
5271494,404,KEN2948,2948,30-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kisumu,Kisumu Central,Market Milimani,Kisumu,-0.1,34.75,1,Daily Nation (Kenya),National,"Hundreds of Kisumu youth took to the streets to protest the alleged involvement of Mombasa businessman Ali Punjani in drug trafficking Thursday. Led by Kisumu Youth Forum secretary general Joshua Omondi, they described Mr Punjani as a successful businessman both in Kenya and internationally, exonerating him from the illicit drug trade.",0,1561469146,KEN
7091534,384,CDI922,922,29-Dec-10,2010,1,Riots,Mob violence,MINUCI: United Nations Mission in Cote d'Ivoire (2003-2004),,8,Rioters (Ivory Coast),Militia (Pro-Laurent Gbagbo),5,58,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,Abidjan,Abidjan,5.3411,-4.0281,1,AFP,International,An incident on Wednesday when UN forces clashed with a hostile crowd. ONUCI formally denied that it fired any shots at the mob.,0,1589315523,CIV
6705004,466,MLI123,123,29-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Mali),RDR: Rally of Republicans,6,,,0,60,Western Africa,Mali,Bamako,Bamako,Bamako,Bamako,12.65,-8,1,AFP,International,"Ivory nationals and supporters of the Ivory Coasts would-be president Alassane Ouattara, who lost an election due to internationally recognized fraud, begin a protest near the Ivory embassy in Bamako.",0,1578503458,MLI
6351213,404,KEN2947,2947,29-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Ethiopia),Oromo Ethnic Group (Kenya),6,,,0,60,Eastern Africa,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,1,Local Source,Subnational,"Refugees drawn from the Oromo community of Ethiopia but living in Nairobi yesterday took to the streets in a peaceful demonstration over what they termed harassment by the police. The refugees, mostly from Eastleigh and South C estates, say that they are being targeted unfairly.",0,1574110450,KEN
6260272,586,PAK5367,5367,29-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,South Asia,Pakistan,Punjab,Rawalpindi,Rawalpindi,Rawalpindi,33.6007,73.0679,1,Daily Today's Muslim Peshawar,National,"The residents of Ratta Amral, Rawalpindi on 29 Dec 2010 staged demonstration against low pressure of gas they have been experiencing in their locality for the last two weeks.",0,1572403710,PAK
6260252,586,PAK5366,5366,29-Dec-10,2010,1,Protests,Peaceful protest,Protesters (Pakistan),Teachers (Pakistan),6,,,0,60,South Asia,Pakistan,Federal Capital Territory,Islamabad,Islamabad,Islamabad,33.7214,73.0432,2,Daily Today's Muslim Peshawar,National,"The sacked teachers of Fata community schools on 29 Dec 2010 held a protest demonstration and demanded early restoration of their services, most likely in Islamabad.",0,1572403710,PAK
6257998,566,NIG2938,2938,29-Dec-10,2010,2,Riots,Mob violence,Rioters (Nigeria),PDP: Peoples Democratic Party,5,Civilians (Nigeria),PDP: Peoples Democratic Party,7,57,Western Africa,Nigeria,Nasarawa,Lafia,,Lafia,8.4833,8.5167,1,Daily Independent (Nigeria),National,"Upon the late arrival of voting materials a group of PDP supporters threw stones at members of the PDP leadership, believing they were being marginalized in an upcoming primary election. Soldiers responded by dispersing the mob. Note: date not entirely known - the source alludes to activity (in several areas) on ""Wednesday last week"" though it is not entirely clear if the event in Lafia did indeed occur on this date.",0,1572403707,NGA
6059354,12,ALG2547,2547,29-Dec-10,2010,2,Riots,Violent demonstration,Police Forces of Algeria (1999-),,1,Rioters (Algeria),,5,15,Northern Africa,Algeria,Alger,Sidi M'Hamed,,Algiers,36.7525,3.042,1,Al Jazeera,Regional,"Protests over inadequate housing spread to other suburbs of Algiers, with protesters taking to the streets against the lack of housing in Ennakhil, Diar el Babor and Cervantes. People living in these areas burnt tires and threw stones and Molotov cocktails at police, who responded with tear gas and arrests.",0,1571164547,DZA
