data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7028077,144,SRI1846,1846,"30 December 2011",2011,1,Riots,"Mob violence","Rioters (Sri Lanka)","UPFA: United People's Freedom Alliance; Government of Sri Lanka (2005-2015)",5,"Rioters (Sri Lanka)","UPFA: United People's Freedom Alliance; Government of Sri Lanka (2005-2015)",5,55,"South Asia","Sri Lanka",Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,"Ada Derana",National,"UPFA members of the municipal council in Jaffna city, Northern, were involved in a clash on 30 Dec, resulting from an argument over financial provisions. Police intervention was required to control the situation.",0,1585692284,LKA
6755859,788,TUN713,713,"30 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Tunisia)","Students (Tunisia)",6,,,0,60,"Northern Africa",Tunisia,Tunis,"El Tahrir",,"Manouba University",36.8247,10.0765,1,"Africa News",Regional,"Salafist-inspired protesters comprised mostly of unenrolled students staged a sit-in to demonstrate against a law preventing women from attending Manouba University--a secular, public school--wearing the niqab. The salafist protesters also demanded a place for prayer.",0,1579801610,TUN
6704872,818,EGY10020,10020,"30 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Egypt)",,6,,,0,60,"Northern Africa",Egypt,Cairo,"Al Sayeda Zeinab",,"Cairo-Al Sayeda Zeinab",30.0295,31.2408,1,Youm7,National,"On 30 December 2011, dozens of demonstrators protested in Sayyida Zeinab area of Cairo against the acquittal of a police officer accused of wounding and killing protesters. [size=dozens]",0,1578503458,EGY
6266211,586,PAK9046,9046,"30 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Pakistan)","JI: Jamaat-e-Islami",6,,,0,60,"South Asia",Pakistan,FATA,"Khyber Agency","Landi Kotal","Landi Kotal",34.1138,71.1672,1,"Frontier Post",National,"Jamati Islami workers protested against the prolong electricity load shedding in Mastra Khel area on Pakistan Afghanistan Highway at Landikotal. Hundreds of people participated and held banners condemning load shedding. They demanded the administration should provide generators for to run tube wells till the rehabilitation of electricity in their area.",0,1572403717,PAK
6259629,586,PAK9032,9032,"30 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Pakistan)",,6,,,0,60,"South Asia",Pakistan,"Federal Capital Territory",Islamabad,Islamabad,Islamabad,33.7214,73.0432,1,"Daily Regional Times (Pakistan)",National,"The sacked employees of the NGO known as Merlin International staged a protest demonstration for their reinstatement. They demanded the concerned authorities to reinstate the youth that have been fired and ensure the appointments of the local youth.",0,1572403709,PAK
6059566,788,TUN711,711,"30 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Tunisia)","LTT: Tunisian League for Tolerance",6,,,0,60,"Northern Africa",Tunisia,Tunis,Bardo,,"Le Bardo",36.8092,10.1406,1,"Al Jazeera",Regional,"A number of Tunisian human rights groups held a rally to demand that the Constituent Assembly issue a law to criminalise all forms of normalisation of ties between Tunisia and Israel on 30 December.",0,1571164547,TUN
6012735,818,EGY1449,1449,"30 December 2011",2011,1,Riots,"Violent demonstration","Rioters (Egypt)","Muslim Group (Egypt)",5,"Military Forces of Egypt (2011-2012)",,1,15,"Northern Africa",Egypt,Assiut,Assuit,,Sallam,27.2313,31.1124,1,"Youm7; AP",National-International,"On 30 December 2011, Egyptian soldiers clashed with Muslim protesters angry over the publishing of a picture of the Prophet on a Christian Facebook page. The protesters were attempting to block fire crews after some Christian homes were burnt. The soldiers then sealed off the villages of Bahij, Al-Udar and Sallam. 5 security personnel and a number of villagers were injured in the clashes.",0,1569881462,EGY
6012734,818,EGY1448,1448,"30 December 2011",2011,1,Riots,"Violent demonstration","Rioters (Egypt)","Muslim Group (Egypt)",5,"Military Forces of Egypt (2011-2012)",,1,15,"Northern Africa",Egypt,Assiut,Assuit,,Bahij,27.2527,31.1095,1,"Youm7; AP",National-International,"On 30 December 2011, Egyptian soldiers clashed with Muslim protesters angry over the publishing of a picture of the Prophet on a Christian Facebook page. The protesters were attempting to block fire crews after some Christian homes were burnt. The soldiers then sealed off the villages of Bahij, Al-Udar and Sallam. 5 security personnel and a number of villagers were injured in the clashes.",0,1569881462,EGY
6012733,818,EGY1447,1447,"30 December 2011",2011,1,Riots,"Violent demonstration","Rioters (Egypt)","Muslim Group (Egypt)",5,"Military Forces of Egypt (2011-2012)",,1,15,"Northern Africa",Egypt,Assiut,Assuit,,Al-Udar,27.2442,31.1026,1,"AP; Youm7",National-International,"On 30 December 2011, Egyptian soldiers clashed with Muslim protesters angry over the publishing of a picture of the Prophet on a Christian Facebook page. The protesters were attempting to block fire crews after some Christian homes were burnt. The soldiers then sealed off the villages of Bahij, Al-Udar and Sallam. 5 security personnel and a number of villagers were injured in the clashes.",0,1569881462,EGY
5961937,586,PAK52834,52834,"30 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Pakistan)","Sunni Muslim Group (Pakistan)",6,,,0,60,"South Asia",Pakistan,Sindh,Khairpur,Khairpur,Khairpur,27.5271,68.7452,1,"Daily Regional Times (Pakistan)",Subnational,"On December 30, members of the Sunni Action Committee held a protest in Khairpur city (Khairpur, Sindh) demanding the concerned authorities to ensure arrest of the accused men who clashed with members of their community and provide protection to the their community.",0,1568132436,PAK
5961840,586,PAK52833,52833,"30 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Pakistan)","Shia Ulema Council; Shiite Muslim Group (Pakistan)",6,,,0,60,"South Asia",Pakistan,Sindh,Khairpur,Khairpur,Khairpur,27.5271,68.7452,1,"Daily Regional Times (Pakistan)",Subnational,"On December 30, members of the Shiite Ulema Council held a protest in Khairpur city (Khairpur, Sindh) demanding the concerned authorities to ensure arrest of the accused men who clashed with members of Shiite community and provide protection to the Shiite community.",0,1568132429,PAK
5961795,586,PAK9037,9037,"30 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Pakistan)","Lawyers (Pakistan)",6,,,0,60,"South Asia",Pakistan,Sindh,"Mirpur Khas","Mirpur Khas","Mirpur Khas",25.5316,69.003,1,"Daily Regional Times (Pakistan)",Subnational,"The District Bar Association Mirpurkhas boycotted the court proceedings to protest against the kidnapping of its member Mohan Lal Advocate. A protest rally was also taken out from district and sessions court Mirpurkhas. They demanded his immediate recovery.",0,1568132429,PAK
5961673,586,PAK9035,9035,"30 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Pakistan)","PMA: Pakistan Medical Association; Health Workers (Pakistan)",6,,,0,60,"South Asia",Pakistan,Sindh,Khairpur,Khairpur,Khairpur,27.5271,68.7452,1,"Daily Regional Times (Pakistan)",Subnational,"On December 30, members of the Pakistan Medical Association (PMA) Khairpur Chapter staged protest demonstration outside the City Hospital in Khairpur city (Khairpur, Sindh) against the killing of a doctor in Quetta.",0,1568132417,PAK
5940834,586,PAK9036,9036,"30 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Pakistan)",,6,,,0,60,"South Asia",Pakistan,Sindh,Larkana,Larkana,Larkana,27.5549,68.2141,1,"Daily Regional Times (Pakistan)",Subnational,"The residents of Burdi Mohalla took out a protest rally against the local authorities for ignoring their area in the development works. The rally started from the dargah of Hazrat Lal Shahbaz Qalandar (RA) and after marching through various routes culminated outside the local press club.",0,1567539386,PAK
5936295,586,PAK9034,9034,"30 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Pakistan)","JSQM: Jeay Sindh Qaumi Movement",6,,,0,60,"South Asia",Pakistan,Sindh,Khairpur,Khairpur,Khairpur,27.5271,68.7452,1,"Daily Regional Times (Pakistan)",Subnational,"The activists of the Jeay Sindh Qaumi Mahaz (JSQM) Khairpur Chapter staged protest demonstration for the recovery of their missing party leaders. They said their leaders are missing since many days, while the concerned authorities have not taken any step for their recovery and they demanded immediate notice of the situation.",0,1567539381,PAK
5935992,586,PAK9033,9033,"30 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Pakistan)",,6,,,0,60,"South Asia",Pakistan,Sindh,Kashmore,Kanhdkot,Kandhkot,28.2423,69.1842,1,"Daily Regional Times (Pakistan)",Subnational,"The members of Lashari community staged a protest demonstration against the actions of the staff of Thul Post Office outside the Kandhkot Press Club. They said that the staff of post office is not issuing the BISP stipends to them as they have refused to pay bribesand demanded of the authorities to take notice of the matter and ensure the provision of justice and BISP's stipends to them.",0,1567539380,PAK
5922680,788,TUN712,712,"30 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Tunisia)","Students (Tunisia)",6,,,0,60,"Northern Africa",Tunisia,Manubah,Manubah,,Manubah,36.808,10.0972,1,"Africa News",Regional,"Salafist-inspired protesters comprised mostly of unenrolled students staged a sit-in to demonstrate against a law preventing women from attending Manouba University--a secular, public school--wearing the niqab. The salafist protesters also demanded a place for prayer.",0,1567465452,TUN
5668980,586,PAK9043,9043,"30 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Pakistan)","PAT: Pakistan Awami Tehreek",6,,,0,60,"South Asia",Pakistan,Punjab,Lahore,"Lahore Cantt",Lahore,31.5497,74.3436,1,"Right Vision News",National,"on 30 Dec, the Pakistan Awami Tehreek (PAT) staged a protest in Lahore against the energy shortfall and hikes in gas and power tariffs. They demanded the government to end load-shedding.",0,1564494186,PAK
5585270,50,BGD12023,12023,"30 December 2011",2011,1,Riots,"Mob violence","Rioters (Bangladesh)","BCL: Bangladesh Chhatra League; Students (Bangladesh)",5,"Rioters (Bangladesh)","Labour Group (Bangladesh)",5,55,"South Asia",Bangladesh,Chittagong,Chittagong,Chittagong,Chittagong,22.3571,91.7823,1,"Daily Star (Bangladesh)",National,"On Dec 30, around 17 people were injured as hawkers and some alleged activists of Bangladesh Chhatra League clashed in New Market area of Chittagong.",0,1563366742,BGD
5585269,50,BGD12022,12022,"30 December 2011",2011,1,Riots,"Mob violence","Rioters (Bangladesh)",,5,"Rioters (Bangladesh)",,5,55,"South Asia",Bangladesh,Rajshahi,Pabna,Bera,Bera,24.0782,89.6326,2,"Financial Express (Bangladesh)",National,"At least 10 people were injured in a clash between two groups of villagers over a previous enmity at Maniknagar Sardarpara village in Bera upazila, Pabna on 30 December.",0,1563366742,BGD
5532249,586,PAK9039,9039,"30 December 2011",2011,1,Riots,"Mob violence","Rioters (Pakistan)",,5,"Civilians (Pakistan)",,7,57,"South Asia",Pakistan,Punjab,Faisalabad,"Faisalabad Saddar",Faisalabad,31.4166,73.0833,1,"Express Tribune (Pakistan)",National,"Angry protesters set the Awagatt police check post on Jaranwala road near Faisalabad on fire while protesting against the killing of a man by police. The police had conducted a raid to arrest an alleged robber and had opened fire when they faced resistance. A man identified as Sabir was killed and his servant was injured in the firing.",1,1561474270,PAK
4935790,586,PAK9042,9042,"30 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Pakistan)",,6,,,0,60,"South Asia",Pakistan,Punjab,Faisalabad,"Faisalabad Saddar",Faisalabad,31.4166,73.0833,2,"Right Vision News",National,"Dozens of residents of Mohallah Mustafa Abad Sargodha Road staged a protest against the highhandedness and atrocity of police and demanded immediate action against the responsible.",0,1552577524,PAK
4935779,788,TUN715,715,"30 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Tunisia)",,6,,,0,60,"Northern Africa",Tunisia,Tunis,"Bab Souika",,Tunis,36.819,10.1658,1,"Africa News",Regional,"Environmental groups protested at the Qatari Embassy, urging the new government to curb hunting of endangered species by wealthy citizens of the Arab Gulf. Motivations apolitical.",0,1552577524,TUN
7264193,586,PAK9028,9028,"29 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Pakistan)",,6,,,0,60,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Mansehra,Mansehra,Mansehra,34.3355,73.2026,1,"Right Vision News",National,"People held a protest demonstration against low gas pressure in Mansehra city and its suburbs. The protestors said that the gas pressue was so low that they could not even cook. They demanded immediate relief from the government.",0,1603755485,PAK
6755866,788,TUN709,709,"29 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Tunisia)","Students (Tunisia)",6,,,0,60,"Northern Africa",Tunisia,Tunis,"El Tahrir",,"Manouba University",36.8247,10.0765,1,"Africa News",Regional,"Salafist-inspired protesters comprised mostly of unenrolled students staged a sit-in to demonstrate against a law preventing women from attending Manouba University--a secular, public school--wearing the niqab. The salafist protesters also demanded a place for prayer.",0,1579801610,TUN
6704866,818,EGY10019,10019,"29 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Egypt)","CYR: Coalition of the Youth of the Revolution",6,,,0,60,"Northern Africa",Egypt,Cairo,"Al Sayeda Zeinab",,"Cairo-Al Sayeda Zeinab",30.0295,31.2408,1,Youm7,National,"On 29 December 2011, dozens of demonstrators including Coalition of the Youth of the Revolution members protested in Sayyida Zeinab area of Cairo against the acquittal of a police officer accused of wounding and killing protesters. [size=dozens]",0,1578503458,EGY
5968394,586,PAK9029,9029,"29 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Pakistan)","Women (Pakistan); Students (Pakistan)",6,,,0,60,"South Asia",Pakistan,Punjab,Chakwal,Chakwal,Chakwal,32.9308,72.8554,1,"Right Vision News",National,"Students of Government degree college for women protested against unfair results of their first year exams of Higher Secondary School Certificate. The protest march was started from the college and ended at Bhaun Chowk. They demanded fair and correct results by re-checking of papers.",0,1568137459,PAK
5961672,586,PAK9025,9025,"29 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Pakistan)","Labour Group (Pakistan); Teachers (Pakistan); Health Workers (Pakistan)",6,,,0,60,"South Asia",Pakistan,Sindh,Larkana,Larkana,Larkana,27.5549,68.2141,1,"Daily Regional Times (Pakistan)",Subnational,"The local singers and artists staged a protest demonstration by playing different musical instruments outside the Larkana Press Club against the Sindh Culture Department. They demanded of the government to take notice of the matter and provide them facilities. In another incident, doctors and professors of Shiakh Zaid Women Hospital, Child Hospital and Teaching Hospital held a procession rally here from OPD of the Civil Hospital to the Press Club to express solidarity with doctors sitting on hunger strike.",0,1568132417,PAK
5938261,586,PAK9024,9024,"29 December 2011",2011,1,Riots,"Violent demonstration","Rioters (Pakistan)",,5,,,0,50,"South Asia",Pakistan,Sindh,Dadu,"Khairpur Nathan Shah","Khairpur Nathan Shah",27.0906,67.7348,1,"Daily Regional Times (Pakistan)",Subnational,"The people of Meghwar community staged protest demonstration against the actions of the influential men of Shahani community outside the local police station. The protestors set the tyres on fire and chanted slogans in favor of their demands.",0,1567539383,PAK
5936219,586,PAK9026,9026,"29 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Pakistan)",,6,,,0,60,"South Asia",Pakistan,Sindh,"Shaheed Benazirabad","Kazi Ahmed","Shaheed Benazirabad",26.5833,68.1667,1,"Daily Regional Times (Pakistan)",Subnational,"The residents of Dera Bugti staged protest demonstration outside the Shaheed Benazirabad Press Club for the provision of compensation to the affected people of Dera Bugti.",0,1567539381,PAK
5585266,50,BGD12019,12019,"29 December 2011",2011,1,Riots,"Mob violence","Rioters (Bangladesh)","BCL: Bangladesh Chhatra League; Students (Bangladesh)",5,"Civilians (Bangladesh)","Students (Bangladesh)",7,57,"South Asia",Bangladesh,Rajshahi,Rajshahi,Rajshahi,Rajshahi,24.374,88.6011,1,"Daily Star (Bangladesh)",National,"On Dec 29, a group of Bangladesh Chhatra League (BCL) activists severely beat a student of Rajshahi University (RU) on the campus in Rajshahi city. The reason for attack is unclear.",0,1563366742,BGD
5585265,50,BGD12018,12018,"29 December 2011",2011,1,Protests,"Protest with intervention","Protesters (Bangladesh)","NCPMPP: National Committee to Protect Oil, Gas, Mineral Resources, Power and Ports",6,"Police Forces of Bangladesh (2009-)",,1,16,"South Asia",Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka,23.7104,90.4074,1,"Daily Star (Bangladesh)",National,"On Dec 29, in Dhaka, police used tear gas and batons to disperse the leaders and activists of the National Committee to Protect Oil, Gas, Mineral Resources, Power and Ports as they marched towards the energy ministry to encircle it over a seven-point demand.",0,1563366742,BGD
5585264,50,BGD12017,12017,"29 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Bangladesh)",,6,,,0,60,"South Asia",Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka,23.7104,90.4074,1,"Daily Star (Bangladesh)",National,"On Dec 29, Sector Commanders' Forum brought out a procession from the National Museum in Dhaka demanding the formation of more tribunals for the trial of war criminals.",0,1563366742,BGD
4935833,818,EGY1446,1446,"29 December 2011",2011,1,Riots,"Mob violence","Rioters (Egypt)","Coptic Christian Group (Egypt)",5,"Rioters (Egypt)","Muslim Group (Egypt)",5,55,"Northern Africa",Egypt,Assiut,Assuit,,Sallam,27.2313,31.1124,1,AP,International,"Around 200 Coptic Christians and Muslims clashed in Bahij, Al-Udar, and Sallam villages in Assiut after a drawing of the Prophet was included in a post on a local Christian students Facebook page. A number of villagers were injured in the clashes.",0,1552577524,EGY
4935832,818,EGY1445,1445,"29 December 2011",2011,1,Riots,"Mob violence","Rioters (Egypt)","Coptic Christian Group (Egypt)",5,"Rioters (Egypt)","Muslim Group (Egypt)",5,55,"Northern Africa",Egypt,Assiut,Assuit,,Bahij,27.2527,31.1095,1,AP,International,"Around 200 Coptic Christians and Muslims clashed in Bahij, Al-Udar, and Sallam villages in Assiut after a drawing of the Prophet was included in a post on a local Christian students Facebook page. A number of villagers were injured in the clashes.",0,1552577524,EGY
4935831,818,EGY1444,1444,"29 December 2011",2011,1,Riots,"Mob violence","Rioters (Egypt)","Coptic Christian Group (Egypt)",5,"Rioters (Egypt)","Muslim Group (Egypt)",5,55,"Northern Africa",Egypt,Assiut,Assuit,,Al-Udar,27.2442,31.1026,1,AP,International,"Around 200 Coptic Christians and Muslims clashed in Bahij, Al-Udar, and Sallam villages in Assiut after a drawing of the Prophet was included in a post on a local Christian students Facebook page. A number of villagers were injured in the clashes.",0,1552577524,EGY
4935813,710,SAF2313,2313,"29 December 2011",2011,1,Riots,"Mob violence","Rioters (South Africa)","Vigilante Group (South Africa)",5,"Civilians (South Africa)",,7,57,"Southern Africa","South Africa",KwaZulu-Natal,Sisonke,Umzimkhulu,Umzinkulu,-30.2667,29.9333,1,"Daily News (South Africa)",National,"Two beat a suspected robber to death in Umzinkulu.",1,1552577524,ZAF
7264283,586,PAK9017,9017,"28 December 2011",2011,1,Riots,"Violent demonstration","Rioters (Pakistan)",,5,,,0,50,"South Asia",Pakistan,Balochistan,Harnai,Harnai,Harnai,30.1007,67.9382,1,"Right Vision News",National,"The protesters blocked and burnt tyres on the Highway against the abduction of owner Haji Dilbar Khan Tareen of Dilbar Coalmines Company (DCC), who was kidnapped by unidentified armed men.",0,1603755485,PAK
6755855,788,TUN708,708,"28 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Tunisia)","Students (Tunisia)",6,,,0,60,"Northern Africa",Tunisia,Tunis,"El Tahrir",,"Manouba University",36.8247,10.0765,1,"Africa News",Regional,"Salafist-inspired protesters comprised mostly of unenrolled students staged a sit-in to demonstrate against a law preventing women from attending Manouba University--a secular, public school--wearing the niqab. The salafist protesters also demanded a place for prayer.",0,1579801610,TUN
6732328,729,SUD4166,4166,"28 December 2011",2011,1,Riots,"Mob violence","Rioters (Sudan)","NCP: National Congress Party",5,"Police Forces of Sudan (1989-2019)",,1,15,"Northern Africa",Sudan,Khartoum,Khartoum,,Khartoum,15.5725,32.5364,1,"Sudan Tribune",National,"Police teargas brawling and rioting political supporters.",0,1579554685,SDN
6704246,818,EGY10017,10017,"28 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Egypt)",,6,,,0,60,"Northern Africa",Egypt,Cairo,"New Cairo 1",,"Cairo-New Cairo 1",30.0629,31.5236,2,Youm7,National,"On 28 December 2011, dozens of families of those killed in protests in the past year demonstrated in front of a police academy in New Cairo-1 area of Cairo where former president Hosni Mubarak, his sons, and other associates were being put on trial. [size=dozens]",0,1578503455,EGY
6153067,706,SOM8302,8302,"28 December 2011",2011,1,Riots,"Violent demonstration","Rioters (Somalia)",,5,,,0,50,"Eastern Africa",Somalia,Sool,"Laas Caanood",,Laascaanood,8.4774,47.3597,1,"Undisclosed Source","Local partner-Other","A group of men on board five Toyota Land Cruisers demonstrated in front of the Golis compound in Laas Caanood on 28/12. The men started throwing stones at the building but were arrested by the local Somaliland police. The ""attackers"" were reportedly protesting against the suspension of internet services by Golis Telecom in Taleex, considering that the company was opposed to the Khatumo 2 meeting currently being held in that town.",0,1571260159,SOM
5968393,586,PAK9014,9014,"28 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Pakistan)","Health Workers (Pakistan)",6,,,0,60,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Haripur,Haripur,Haripur,34.0011,72.9269,1,"Express Tribune (Pakistan)",National,"Doctors and paramedics, on the call of Doctors' Association Haripur (DAH), boycotted their duties and held a protest demonstration outside Women and Children Hospital, demanding Dr Talal Ahmed's recovery.",0,1568137459,PAK
5963314,586,PAK9021,9021,"28 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Pakistan)","Labour Group (Pakistan)",6,,,0,60,"South Asia",Pakistan,Punjab,Hafizabad,Hafizabad,Hafizabad,32.0678,73.6854,1,"Right Vision News",National,"Hundreds of power loom workers staged a rally to protest against unscheduled power loadshedding and low pressure of gas in the area. The protesters holding placards and banners were chanting slogans against Gepco authorities for resorting to long hours loadshedding of electricity. They demanded immediate action from the authorities.",0,1568132606,PAK
5963203,586,PAK9020,9020,"28 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Pakistan)","Muslim Group (Pakistan); Students (Pakistan); Labour Group (Pakistan)",6,,,0,60,"South Asia",Pakistan,Punjab,Attock,Attock,Attock,33.7731,72.3741,1,"Right Vision News",National,"Hundreds of people including traders, religious leaders and students staged a protest rally against the police's failure to arrest the murderers of a local trader despite passing of two weeks since the incident took place. They demanded immediate action.",0,1568132597,PAK
5961792,586,PAK9011,9011,"28 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Pakistan)","Labour Group (Pakistan)",6,,,0,60,"South Asia",Pakistan,Sindh,Sukkur,Sukkur,Sukkur,27.7051,68.8573,1,"Daily Regional Times (Pakistan)",Subnational,"The lower staff of the Education Department Sukkur continued protest demonstration in favor of their demands of regularization and providing salaries on time outside the local press club. The protestors demanded of the authorities to take immediate measures in the matter to resolve their problems.",0,1568132429,PAK
5961791,586,PAK9012,9012,"28 December 2011",2011,1,Protests,"Peaceful protest","Protesters (Pakistan)","Farmers (Pakistan)",6,,,0,60,"South Asia",Pakistan,Sindh,Badin,"Tando Bago","Tando Bago",24.7889,68.9655,1,"Daily Regional Times (Pakistan)",Subnational,"The flood affected growers staged a protest demonstration against the non provision of seeds and fertilizers to them. They chanted slogans against the local administration and demanded of the high-ups to take notice of the matter to provide relief to the flood affected growers.",0,1568132429,PAK
